Date,Column1,Index,Incoming Calls,Answered Calls,Answer Rate,Abandoned Calls,Answer Speed (AVG),Talk Duration (AVG),Waiting Time (AVG),Service Level (20 Seconds)
8/12/2018,Sunday,499,144,131,0.9097,13,12:00:26 AM,12:02:27 AM,12:02:37 AM,0.64
8/13/2018,Monday,500,110,104,0.9455,6,12:00:24 AM,12:02:26 AM,12:02:22 AM,0.64
8/14/2018,Tuesday,501,126,111,0.881,15,12:00:31 AM,12:02:38 AM,12:04:36 AM,0.53
8/15/2018,Wednesday,502,24,24,1,0,12:00:48 AM,12:02:54 AM,12:04:44 AM,0.42
8/16/2018,Thursday,503,128,122,0.9531,6,12:00:35 AM,12:02:59 AM,12:02:42 AM,0.52
8/17/2018,Friday,504,185,176,0.9514,9,12:00:27 AM,12:02:23 AM,12:05:05 AM,0.68
8/18/2018,Saturday,505,136,114,0.8382,22,12:00:57 AM,12:02:25 AM,12:05:31 AM,0.29
8/19/2018,Sunday,506,130,116,0.8923,14,12:00:44 AM,12:02:41 AM,12:06:00 AM,0.44
8/20/2018,Monday,507,103,101,0.9806,2,12:00:18 AM,12:02:42 AM,12:02:23 AM,0.77
8/21/2018,Tuesday,508,99,89,0.899,10,12:00:20 AM,12:02:27 AM,12:01:30 AM,0.74
8/22/2018,Wednesday,509,26,24,0.9231,2,12:00:23 AM,12:02:00 AM,12:01:53 AM,0.68
8/23/2018,Thursday,510,95,94,0.9895,1,12:00:21 AM,12:02:31 AM,12:03:34 AM,0.76
8/24/2018,Friday,511,136,131,0.9632,5,12:00:17 AM,12:02:29 AM,12:02:21 AM,0.81
8/25/2018,Saturday,512,37,34,0.9189,3,12:00:41 AM,12:02:11 AM,12:05:46 AM,0.65
8/26/2018,Sunday,513,105,100,0.9524,5,12:00:22 AM,12:02:30 AM,12:02:12 AM,0.72
8/27/2018,Monday,514,100,92,0.92,8,12:00:30 AM,12:02:27 AM,12:04:35 AM,0.63
8/28/2018,Tuesday,515,115,103,0.8957,12,12:00:44 AM,12:02:46 AM,12:04:35 AM,0.37
8/29/2018,Wednesday,516,38,36,0.9474,2,12:00:39 AM,12:02:56 AM,12:02:54 AM,0.53
8/30/2018,Thursday,517,108,95,0.8796,13,12:00:26 AM,12:02:49 AM,12:02:46 AM,0.64
8/31/2018,Friday,518,124,118,0.9516,6,12:00:23 AM,12:02:31 AM,12:03:01 AM,0.74
9/1/2018,Saturday,519,97,92,0.9485,5,12:00:25 AM,12:02:36 AM,12:02:23 AM,0.68
9/2/2018,Sunday,520,117,108,0.9231,9,12:00:37 AM,12:01:46 AM,12:04:03 AM,0.49
9/3/2018,Monday,521,34,31,0.9118,3,12:00:27 AM,12:02:37 AM,12:02:32 AM,0.65
9/4/2018,Tuesday,522,53,50,0.9434,3,12:00:28 AM,12:02:11 AM,12:03:16 AM,0.66
9/5/2018,Wednesday,523,29,23,0.7931,6,12:00:42 AM,12:02:47 AM,12:03:40 AM,0.32
9/6/2018,Thursday,524,120,107,0.8917,13,12:00:34 AM,12:02:39 AM,12:03:21 AM,0.44
9/7/2018,Friday,525,107,100,0.9346,7,12:00:33 AM,12:02:33 AM,12:02:08 AM,0.51
9/8/2018,Saturday,526,173,159,0.9191,14,12:00:47 AM,12:02:44 AM,12:05:30 AM,0.39
9/9/2018,Sunday,527,256,213,0.832,43,12:00:44 AM,12:02:45 AM,12:05:18 AM,0.42
9/10/2018,Monday,528,199,174,0.8744,25,12:00:36 AM,12:02:35 AM,12:04:35 AM,0.53
9/11/2018,Tuesday,529,182,170,0.9341,12,12:00:40 AM,12:02:44 AM,12:03:27 AM,0.46
9/12/2018,Wednesday,530,42,41,0.9762,1,12:00:42 AM,12:02:53 AM,12:03:40 AM,0.56
9/13/2018,Thursday,531,181,168,0.9282,13,12:00:34 AM,12:02:35 AM,12:02:43 AM,0.52
9/14/2018,Friday,532,159,147,0.9245,12,12:00:30 AM,12:02:36 AM,12:04:39 AM,0.59
9/15/2018,Saturday,533,142,134,0.9437,8,12:00:26 AM,12:02:50 AM,12:01:50 AM,0.62
9/16/2018,Sunday,534,194,163,0.8402,31,12:00:30 AM,12:02:38 AM,12:05:31 AM,0.51
9/17/2018,Monday,535,235,210,0.8936,25,12:00:38 AM,12:02:53 AM,12:04:35 AM,0.49
9/18/2018,Tuesday,536,206,180,0.8738,26,12:00:51 AM,12:02:47 AM,12:07:03 AM,0.39
9/19/2018,Wednesday,537,58,47,0.8103,11,12:00:48 AM,12:02:36 AM,12:04:35 AM,0.42
9/20/2018,Thursday,538,212,194,0.9151,18,12:00:38 AM,12:02:33 AM,12:04:21 AM,0.51
9/21/2018,Friday,539,232,214,0.9224,18,12:00:34 AM,12:02:36 AM,12:05:30 AM,0.56
9/22/2018,Saturday,540,348,327,0.9397,21,12:00:32 AM,12:02:28 AM,12:07:20 AM,0.55
9/23/2018,Sunday,541,167,156,0.9341,11,12:00:32 AM,12:02:43 AM,12:02:57 AM,0.57
9/24/2018,Monday,542,167,157,0.9401,10,12:00:27 AM,12:02:57 AM,12:05:19 AM,0.67
9/25/2018,Tuesday,543,166,161,0.9699,5,12:00:21 AM,12:02:45 AM,12:01:32 AM,0.73
9/26/2018,Wednesday,544,32,28,0.875,4,12:00:22 AM,12:02:43 AM,12:07:35 AM,0.65
9/27/2018,Thursday,545,52,49,0.9423,3,12:00:32 AM,12:02:58 AM,12:03:02 AM,0.63
9/28/2018,Friday,546,154,149,0.9675,5,12:00:26 AM,12:02:52 AM,12:01:50 AM,0.65
9/29/2018,Saturday,547,223,218,0.9776,5,12:00:18 AM,12:02:07 AM,12:02:00 AM,0.8
9/30/2018,Sunday,548,170,157,0.9235,13,12:00:17 AM,12:03:04 AM,12:06:25 AM,0.78
10/1/2018,Monday,549,145,133,0.9172,12,12:00:26 AM,12:02:56 AM,12:03:39 AM,0.69
10/2/2018,Tuesday,550,144,138,0.9583,6,12:00:17 AM,12:02:53 AM,12:02:45 AM,0.84
10/3/2018,Wednesday,551,16,15,0.9375,1,12:00:17 AM,12:03:00 AM,12:02:45 AM,0.69
10/4/2018,Thursday,552,135,131,0.9704,4,12:00:20 AM,12:02:37 AM,12:02:00 AM,0.76
10/5/2018,Friday,553,137,133,0.9708,4,12:00:24 AM,12:02:49 AM,12:02:46 AM,0.69
10/6/2018,Saturday,554,149,144,0.9664,5,12:00:17 AM,12:02:39 AM,12:02:02 AM,0.83
10/7/2018,Sunday,555,155,143,0.9226,12,12:00:16 AM,12:02:41 AM,12:06:25 AM,0.8
10/8/2018,Monday,556,128,121,0.9453,7,12:00:19 AM,12:02:55 AM,12:04:35 AM,0.78
10/9/2018,Tuesday,557,134,125,0.9328,9,12:00:21 AM,12:02:38 AM,12:03:18 AM,0.73
10/10/2018,Wednesday,558,21,21,1,0,12:00:23 AM,12:02:37 AM,12:02:50 AM,0.76
10/11/2018,Thursday,559,150,138,0.92,12,12:00:30 AM,12:02:52 AM,12:04:16 AM,0.59
10/12/2018,Friday,560,163,158,0.9693,5,12:00:14 AM,12:02:28 AM,12:02:01 AM,0.82
10/13/2018,Saturday,561,160,151,0.9438,9,12:00:12 AM,12:02:39 AM,12:02:57 AM,0.87
10/14/2018,Sunday,562,132,125,0.947,7,12:00:30 AM,12:02:46 AM,12:03:47 AM,0.65
10/15/2018,Monday,563,131,126,0.9618,5,12:00:17 AM,12:02:47 AM,12:02:35 AM,0.78
10/16/2018,Tuesday,564,158,146,0.9241,12,12:00:21 AM,12:02:42 AM,12:03:40 AM,0.75
10/17/2018,Wednesday,565,19,16,0.8421,3,12:00:51 AM,12:02:46 AM,12:04:14 AM,0.47
10/18/2018,Thursday,566,151,128,0.8477,23,12:00:52 AM,12:02:30 AM,12:05:38 AM,0.38
10/19/2018,Friday,567,139,128,0.9209,11,12:00:32 AM,12:02:44 AM,12:03:34 AM,0.52
10/20/2018,Saturday,568,166,135,0.8133,31,12:00:41 AM,12:02:40 AM,12:05:09 AM,0.47
10/21/2018,Sunday,569,258,196,0.7597,62,12:01:10 AM,12:02:30 AM,12:07:51 AM,0.24
10/22/2018,Monday,570,203,176,0.867,27,12:00:40 AM,12:02:30 AM,12:09:09 AM,0.45
10/23/2018,Tuesday,571,182,162,0.8901,20,12:00:25 AM,12:02:48 AM,12:03:40 AM,0.59
10/24/2018,Wednesday,572,18,17,0.9444,1,12:00:55 AM,12:04:01 AM,12:05:46 AM,0.5
10/25/2018,Thursday,573,215,170,0.7907,45,12:00:55 AM,12:02:49 AM,12:07:26 AM,0.43
10/26/2018,Friday,574,209,203,0.9713,6,12:00:25 AM,12:02:42 AM,12:03:40 AM,0.75
10/27/2018,Saturday,575,140,134,0.9571,6,12:00:20 AM,12:02:59 AM,12:03:21 AM,0.76
10/28/2018,Sunday,576,124,110,0.8871,14,12:00:15 AM,12:02:56 AM,12:08:16 AM,0.82
10/29/2018,Monday,577,179,163,0.9106,16,12:00:23 AM,12:02:44 AM,12:04:17 AM,0.72
10/30/2018,Tuesday,578,163,161,0.9877,2,12:00:10 AM,12:02:40 AM,12:01:51 AM,0.94
10/31/2018,Wednesday,579,27,27,1,0,12:00:05 AM,12:02:48 AM,12:00:19 AM,1
11/1/2018,Thursday,580,182,175,0.9615,7,12:00:19 AM,12:02:38 AM,12:03:08 AM,0.8
11/2/2018,Friday,581,164,159,0.9695,5,12:00:11 AM,12:02:23 AM,12:06:28 AM,0.9
11/3/2018,Saturday,582,160,159,0.9938,1,12:00:05 AM,12:02:40 AM,12:00:58 AM,0.99
11/4/2018,Sunday,583,174,155,0.8908,19,12:00:16 AM,12:02:41 AM,12:06:39 AM,0.77
11/5/2018,Monday,584,235,230,0.9787,5,12:00:05 AM,12:02:27 AM,12:01:50 AM,0.96
11/6/2018,Tuesday,585,175,174,0.9943,1,12:00:04 AM,12:02:26 AM,12:01:53 AM,0.99
11/7/2018,Wednesday,586,25,25,1,0,12:00:04 AM,12:03:15 AM,12:00:55 AM,0.96
11/8/2018,Thursday,587,170,167,0.9824,3,12:00:06 AM,12:02:35 AM,12:03:40 AM,0.94
11/9/2018,Friday,588,187,168,0.8984,19,12:00:26 AM,12:02:20 AM,12:04:49 AM,0.7
11/10/2018,Saturday,589,53,51,0.9623,2,12:00:06 AM,12:02:29 AM,12:01:50 AM,0.89
11/11/2018,Sunday,590,121,117,0.9669,4,12:00:13 AM,12:02:36 AM,12:02:41 AM,0.86
11/12/2018,Monday,591,143,139,0.972,4,12:00:05 AM,12:02:26 AM,12:01:56 AM,0.94
11/13/2018,Tuesday,592,100,96,0.96,4,12:00:06 AM,12:02:28 AM,12:01:50 AM,0.92
11/14/2018,Wednesday,593,17,17,1,0,12:00:08 AM,12:02:55 AM,12:00:59 AM,0.88
11/15/2018,Thursday,594,113,110,0.9735,3,12:00:08 AM,12:02:33 AM,12:01:18 AM,0.9
11/16/2018,Friday,595,139,128,0.9209,11,12:00:13 AM,12:02:38 AM,12:03:40 AM,0.82
11/17/2018,Saturday,596,135,134,0.9926,1,12:00:04 AM,12:02:34 AM,12:01:50 AM,0.99
11/18/2018,Sunday,597,29,29,1,0,12:00:15 AM,12:03:13 AM,12:01:29 AM,0.79
11/19/2018,Monday,598,120,116,0.9667,4,12:00:05 AM,12:02:43 AM,12:02:45 AM,0.96
11/20/2018,Tuesday,599,115,108,0.9391,7,12:00:09 AM,12:02:50 AM,12:04:25 AM,0.89
11/21/2018,Wednesday,600,14,14,1,0,12:00:14 AM,12:02:17 AM,12:01:14 AM,0.79
11/22/2018,Thursday,601,107,104,0.972,3,12:00:07 AM,12:02:29 AM,12:00:58 AM,0.91
11/23/2018,Friday,602,137,128,0.9343,9,12:00:10 AM,12:02:30 AM,12:02:03 AM,0.85
11/24/2018,Saturday,603,106,105,0.9906,1,12:00:11 AM,12:02:47 AM,12:01:53 AM,0.86
11/25/2018,Sunday,604,116,108,0.931,8,12:00:19 AM,12:02:26 AM,12:02:33 AM,0.84
11/26/2018,Monday,605,120,117,0.975,3,12:00:09 AM,12:02:37 AM,12:01:05 AM,0.91
11/27/2018,Tuesday,606,123,121,0.9837,2,12:00:07 AM,12:02:27 AM,12:01:55 AM,0.91
11/28/2018,Wednesday,607,31,31,1,0,12:00:03 AM,12:02:18 AM,12:00:03 AM,1
11/29/2018,Thursday,608,140,139,0.9929,1,12:00:08 AM,12:02:39 AM,12:01:11 AM,0.92
11/30/2018,Friday,609,168,161,0.9583,7,12:00:18 AM,12:02:24 AM,12:02:24 AM,0.74
12/1/2018,Saturday,610,146,144,0.9863,2,12:00:06 AM,12:02:38 AM,12:00:58 AM,0.94
12/2/2018,Sunday,611,110,106,0.9636,4,12:00:15 AM,12:02:50 AM,12:02:30 AM,0.8
12/3/2018,Monday,612,342,333,0.9737,9,12:00:15 AM,12:02:10 AM,12:02:39 AM,0.81
12/4/2018,Tuesday,613,190,183,0.9632,7,12:00:16 AM,12:02:32 AM,12:01:59 AM,0.79
12/5/2018,Wednesday,614,25,24,0.96,1,12:00:06 AM,12:02:22 AM,12:00:48 AM,0.92
12/6/2018,Thursday,615,169,162,0.9586,7,12:00:09 AM,12:02:31 AM,12:04:36 AM,0.89
12/7/2018,Friday,616,130,129,0.9923,1,12:00:11 AM,12:02:30 AM,12:01:52 AM,0.87
12/8/2018,Saturday,617,22,20,0.9091,2,12:00:09 AM,12:03:15 AM,12:01:50 AM,0.9
12/9/2018,Sunday,618,5,5,1,0,12:00:28 AM,12:02:25 AM,12:01:14 AM,0.6
12/10/2018,Monday,619,119,115,0.9664,4,12:00:11 AM,12:02:28 AM,12:01:50 AM,0.86
12/11/2018,Tuesday,620,140,138,0.9857,2,12:00:09 AM,12:02:17 AM,12:02:11 AM,0.92
12/12/2018,Wednesday,621,22,22,1,0,12:00:06 AM,12:02:21 AM,12:00:48 AM,0.91
12/13/2018,Thursday,622,126,124,0.9841,2,12:00:08 AM,12:02:35 AM,12:00:58 AM,0.94
12/14/2018,Friday,623,122,111,0.9098,11,12:00:13 AM,12:02:43 AM,12:02:13 AM,0.78
12/15/2018,Saturday,624,113,108,0.9558,5,12:00:13 AM,12:02:31 AM,12:01:27 AM,0.83
12/16/2018,Sunday,625,119,109,0.916,10,12:00:17 AM,12:02:36 AM,12:05:15 AM,0.84
12/17/2018,Monday,626,134,119,0.8881,15,12:00:24 AM,12:02:46 AM,12:02:45 AM,0.63
12/18/2018,Tuesday,627,101,97,0.9604,4,12:00:16 AM,12:02:33 AM,12:01:38 AM,0.77
12/19/2018,Wednesday,628,20,20,1,0,12:00:04 AM,12:02:24 AM,12:00:18 AM,1
12/20/2018,Thursday,629,169,162,0.9586,7,12:00:17 AM,12:02:32 AM,12:05:31 AM,0.8
12/21/2018,Friday,630,137,133,0.9708,4,12:00:29 AM,12:02:37 AM,12:02:42 AM,0.62
12/22/2018,Saturday,631,133,127,0.9549,6,12:00:18 AM,12:02:39 AM,12:04:36 AM,0.82
12/23/2018,Sunday,632,184,179,0.9728,5,12:00:10 AM,12:02:03 AM,12:02:44 AM,0.91
12/24/2018,Monday,633,145,135,0.931,10,12:00:21 AM,12:02:35 AM,12:03:10 AM,0.74
12/25/2018,Tuesday,634,114,108,0.9474,6,12:00:14 AM,12:02:31 AM,12:02:33 AM,0.83
12/26/2018,Wednesday,635,24,23,0.9583,1,12:00:05 AM,12:02:12 AM,12:00:55 AM,0.96
12/27/2018,Thursday,636,143,136,0.951,7,12:00:09 AM,12:02:32 AM,12:05:30 AM,0.85
12/28/2018,Friday,637,119,114,0.958,5,12:00:08 AM,12:02:22 AM,12:01:19 AM,0.91
12/29/2018,Saturday,638,123,118,0.9593,5,12:00:21 AM,12:02:46 AM,12:02:44 AM,0.71
12/30/2018,Sunday,639,145,141,0.9724,4,12:00:14 AM,12:02:36 AM,12:01:50 AM,0.83
12/31/2018,Monday,640,108,106,0.9815,2,12:00:26 AM,12:02:50 AM,12:04:57 AM,0.68
1/1/2019,Tuesday,641,128,125,0.9766,3,12:00:13 AM,12:02:45 AM,12:01:42 AM,0.83
1/2/2019,Wednesday,642,27,26,0.963,1,12:00:20 AM,12:02:51 AM,12:02:40 AM,0.85
1/3/2019,Thursday,643,155,151,0.9742,4,12:00:11 AM,12:02:32 AM,12:02:18 AM,0.9
1/4/2019,Friday,644,116,110,0.9483,6,12:00:18 AM,12:02:23 AM,12:02:47 AM,0.75
1/5/2019,Saturday,645,117,111,0.9487,6,12:00:18 AM,12:02:43 AM,12:02:06 AM,0.77
1/6/2019,Sunday,646,113,105,0.9292,8,12:00:31 AM,12:02:37 AM,12:03:40 AM,0.54
1/7/2019,Monday,647,107,101,0.9439,6,12:00:23 AM,12:02:44 AM,12:03:11 AM,0.74
1/8/2019,Tuesday,648,146,141,0.9658,5,12:00:25 AM,12:02:22 AM,12:02:46 AM,0.66
1/9/2019,Wednesday,649,29,26,0.8966,3,12:00:09 AM,12:02:37 AM,12:01:50 AM,0.86
1/10/2019,Thursday,650,231,228,0.987,3,12:00:15 AM,12:02:09 AM,12:03:26 AM,0.81
1/11/2019,Friday,651,239,215,0.8996,24,12:00:23 AM,12:02:36 AM,12:04:35 AM,0.67
1/12/2019,Saturday,652,174,154,0.8851,20,12:00:29 AM,12:02:40 AM,12:05:08 AM,0.61
1/13/2019,Sunday,653,168,163,0.9702,5,12:00:21 AM,12:02:49 AM,12:02:45 AM,0.71
1/14/2019,Monday,654,135,128,0.9481,7,12:00:18 AM,12:02:36 AM,12:05:30 AM,0.73
1/15/2019,Tuesday,655,122,113,0.9262,9,12:00:30 AM,12:02:49 AM,12:03:40 AM,0.61
1/16/2019,Wednesday,656,13,12,0.9231,1,12:00:24 AM,12:02:45 AM,12:01:12 AM,0.67
1/17/2019,Thursday,657,20,18,0.9,2,12:00:23 AM,12:02:43 AM,12:02:44 AM,0.74
1/18/2019,Friday,658,152,141,0.9276,11,12:00:22 AM,12:02:41 AM,12:04:29 AM,0.7
1/19/2019,Saturday,659,132,131,0.9924,1,12:00:12 AM,12:02:39 AM,12:02:00 AM,0.87
1/20/2019,Sunday,660,180,171,0.95,9,12:00:21 AM,12:02:51 AM,12:02:39 AM,0.72
1/21/2019,Monday,661,193,189,0.9793,4,12:00:13 AM,12:02:35 AM,12:02:26 AM,0.83
1/22/2019,Tuesday,662,245,236,0.9633,9,12:00:13 AM,12:02:44 AM,12:02:20 AM,0.83
1/23/2019,Wednesday,663,35,34,0.9714,1,12:00:11 AM,12:02:11 AM,12:01:44 AM,0.88
1/24/2019,Thursday,664,198,190,0.9596,8,12:00:12 AM,12:02:38 AM,12:01:22 AM,0.85
1/25/2019,Friday,665,47,47,1,0,12:00:06 AM,12:02:09 AM,12:00:57 AM,0.94
1/26/2019,Saturday,666,187,186,0.9947,1,12:00:07 AM,12:02:30 AM,12:02:45 AM,0.94
1/27/2019,Sunday,667,57,54,0.9474,3,12:00:07 AM,12:02:37 AM,12:00:55 AM,0.91
1/28/2019,Monday,668,169,162,0.9586,7,12:00:09 AM,12:02:39 AM,12:01:50 AM,0.88
1/29/2019,Tuesday,669,337,316,0.9377,21,12:00:23 AM,12:02:13 AM,12:05:17 AM,0.73
1/30/2019,Wednesday,670,44,43,0.9773,1,12:00:09 AM,12:02:35 AM,12:01:50 AM,0.84
1/31/2019,Thursday,671,210,206,0.981,4,12:00:12 AM,12:02:39 AM,12:02:32 AM,0.87
2/1/2019,Friday,672,190,186,0.9789,4,12:00:17 AM,12:02:22 AM,12:04:53 AM,0.84
2/2/2019,Saturday,673,190,182,0.9579,8,12:00:10 AM,12:02:40 AM,12:01:38 AM,0.87
2/3/2019,Sunday,674,169,168,0.9941,1,12:00:11 AM,12:02:25 AM,12:01:48 AM,0.88
2/4/2019,Monday,675,52,50,0.9615,2,12:00:06 AM,12:02:34 AM,12:00:58 AM,0.92
2/5/2019,Tuesday,676,144,137,0.9514,7,12:00:14 AM,12:02:36 AM,12:02:56 AM,0.77
2/6/2019,Wednesday,677,36,36,1,0,12:00:15 AM,12:02:53 AM,12:01:41 AM,0.81
2/7/2019,Thursday,678,155,148,0.9548,7,12:00:14 AM,12:02:26 AM,12:03:23 AM,0.81
2/8/2019,Friday,679,159,154,0.9686,5,12:00:16 AM,12:02:41 AM,12:02:12 AM,0.79
2/9/2019,Saturday,680,115,110,0.9565,5,12:00:14 AM,12:02:28 AM,12:02:17 AM,0.83
2/10/2019,Sunday,681,186,173,0.9301,13,12:00:19 AM,12:02:39 AM,12:02:44 AM,0.74
2/11/2019,Monday,682,167,157,0.9401,10,12:00:23 AM,12:02:32 AM,12:02:49 AM,0.68
2/12/2019,Tuesday,683,146,142,0.9726,4,12:00:22 AM,12:02:42 AM,12:01:59 AM,0.67
2/13/2019,Wednesday,684,41,31,0.7561,10,12:00:39 AM,12:03:43 AM,12:03:40 AM,0.49
2/14/2019,Thursday,685,185,85,0.4595,100,12:01:49 AM,12:02:46 AM,12:11:01 AM,0.04
2/15/2019,Friday,686,149,83,0.557,66,12:01:38 AM,12:02:18 AM,12:10:06 AM,0.05
2/16/2019,Saturday,687,180,115,0.6389,65,12:01:04 AM,12:02:33 AM,12:12:50 AM,0.24
2/17/2019,Sunday,688,173,144,0.8324,29,12:00:38 AM,12:03:00 AM,12:05:32 AM,0.46
2/18/2019,Monday,689,176,158,0.8977,18,12:00:20 AM,12:02:33 AM,12:05:15 AM,0.7
2/19/2019,Tuesday,690,147,120,0.8163,27,12:00:46 AM,12:02:39 AM,12:04:16 AM,0.4
2/20/2019,Wednesday,691,84,77,0.9167,7,12:00:17 AM,12:02:07 AM,12:04:30 AM,0.73
2/21/2019,Thursday,692,325,78,0.24,247,12:03:13 AM,12:03:01 AM,12:17:27 AM,0
2/22/2019,Friday,693,441,103,0.2336,338,12:04:04 AM,12:02:43 AM,12:15:38 AM,0
2/23/2019,Saturday,694,525,116,0.221,409,12:05:08 AM,12:03:08 AM,12:22:56 AM,0
2/24/2019,Sunday,695,610,201,0.3295,409,12:03:13 AM,12:02:52 AM,12:19:15 AM,0.04
2/25/2019,Monday,696,427,282,0.6604,145,12:01:02 AM,12:02:49 AM,12:14:42 AM,0.25
2/26/2019,Tuesday,697,378,331,0.8757,47,12:00:43 AM,12:02:37 AM,12:05:30 AM,0.4
2/27/2019,Wednesday,698,80,67,0.8375,13,12:00:38 AM,12:03:12 AM,12:05:30 AM,0.46
2/28/2019,Thursday,699,356,320,0.8989,36,12:00:34 AM,12:02:52 AM,12:05:30 AM,0.53
3/1/2019,Friday,700,409,355,0.868,54,12:00:44 AM,12:02:55 AM,12:04:21 AM,0.4
3/2/2019,Saturday,701,352,302,0.858,50,12:00:41 AM,12:03:03 AM,12:05:49 AM,0.47
3/3/2019,Sunday,702,282,239,0.8475,43,12:00:39 AM,12:03:06 AM,12:08:26 AM,0.51
3/4/2019,Monday,703,429,390,0.9091,39,12:00:38 AM,12:02:41 AM,12:03:40 AM,0.45
3/5/2019,Tuesday,704,310,285,0.9194,25,12:00:33 AM,12:02:45 AM,12:04:12 AM,0.56
3/6/2019,Wednesday,705,102,94,0.9216,8,12:00:29 AM,12:02:40 AM,12:02:48 AM,0.64
3/7/2019,Thursday,706,335,297,0.8866,38,12:00:39 AM,12:02:33 AM,12:03:42 AM,0.44
3/8/2019,Friday,707,313,291,0.9297,22,12:00:26 AM,12:02:25 AM,12:03:42 AM,0.64
3/9/2019,Saturday,708,251,240,0.9562,11,12:00:24 AM,12:02:42 AM,12:02:45 AM,0.67
3/10/2019,Sunday,709,190,176,0.9263,14,12:00:24 AM,12:02:31 AM,12:03:53 AM,0.68
3/11/2019,Monday,710,188,170,0.9043,18,12:00:34 AM,12:02:49 AM,12:06:25 AM,0.53
3/12/2019,Tuesday,711,166,160,0.9639,6,12:00:15 AM,12:02:40 AM,12:02:45 AM,0.82
3/13/2019,Wednesday,712,73,68,0.9315,5,12:00:15 AM,12:02:13 AM,12:02:28 AM,0.79
3/14/2019,Thursday,713,170,159,0.9353,11,12:00:20 AM,12:02:40 AM,12:04:51 AM,0.73
3/15/2019,Friday,714,188,181,0.9628,7,12:00:23 AM,12:02:39 AM,12:03:01 AM,0.68
3/16/2019,Saturday,715,306,262,0.8562,44,12:00:44 AM,12:02:48 AM,12:07:37 AM,0.46
3/17/2019,Sunday,716,201,185,0.9204,16,12:00:23 AM,12:02:38 AM,12:02:46 AM,0.67
3/18/2019,Monday,717,188,184,0.9787,4,12:00:17 AM,12:02:36 AM,12:02:22 AM,0.79
3/19/2019,Tuesday,718,148,131,0.8851,17,12:00:31 AM,12:02:51 AM,12:03:36 AM,0.53
3/20/2019,Wednesday,719,21,17,0.8095,4,12:00:52 AM,12:03:29 AM,12:11:00 AM,0.52
3/21/2019,Thursday,720,148,129,0.8716,19,12:00:40 AM,12:03:01 AM,12:06:56 AM,0.46
3/22/2019,Friday,721,167,154,0.9222,13,12:00:17 AM,12:02:43 AM,12:02:49 AM,0.73
3/23/2019,Saturday,722,169,158,0.9349,11,12:00:16 AM,12:02:36 AM,12:01:44 AM,0.75
3/24/2019,Sunday,723,175,163,0.9314,12,12:00:22 AM,12:02:37 AM,12:02:18 AM,0.71
3/25/2019,Monday,724,193,183,0.9482,10,12:00:16 AM,12:02:49 AM,12:02:48 AM,0.8
3/26/2019,Tuesday,725,154,144,0.9351,10,12:00:20 AM,12:02:41 AM,12:02:54 AM,0.74
3/27/2019,Wednesday,726,35,34,0.9714,1,12:00:14 AM,12:03:06 AM,12:00:58 AM,0.77
3/28/2019,Thursday,727,172,161,0.936,11,12:00:20 AM,12:02:48 AM,12:02:32 AM,0.72
3/29/2019,Friday,728,195,182,0.9333,13,12:00:24 AM,12:02:51 AM,12:03:10 AM,0.67
3/30/2019,Saturday,729,163,157,0.9632,6,12:00:17 AM,12:02:46 AM,12:05:33 AM,0.82
3/31/2019,Sunday,730,134,126,0.9403,8,12:00:30 AM,12:02:58 AM,12:04:59 AM,0.64
4/1/2019,Monday,731,158,142,0.8987,16,12:00:25 AM,12:02:45 AM,12:02:56 AM,0.59
4/2/2019,Tuesday,732,161,144,0.8944,17,12:00:34 AM,12:02:49 AM,12:05:00 AM,0.53
4/3/2019,Wednesday,733,36,34,0.9444,2,12:00:20 AM,12:02:05 AM,12:01:57 AM,0.72
4/4/2019,Thursday,734,147,136,0.9252,11,12:00:17 AM,12:02:55 AM,12:03:15 AM,0.77
4/5/2019,Friday,735,131,130,0.9924,1,12:00:18 AM,12:02:47 AM,12:03:18 AM,0.77
4/6/2019,Saturday,736,128,120,0.9375,8,12:00:22 AM,12:02:47 AM,12:01:54 AM,0.68
4/7/2019,Sunday,737,136,119,0.875,17,12:00:26 AM,12:02:52 AM,12:04:35 AM,0.6
4/8/2019,Monday,738,225,209,0.9289,16,12:00:19 AM,12:02:29 AM,12:04:06 AM,0.76
4/9/2019,Tuesday,739,167,151,0.9042,16,12:00:19 AM,12:02:27 AM,12:02:44 AM,0.73
4/10/2019,Wednesday,740,48,46,0.9583,2,12:00:16 AM,12:02:26 AM,12:02:38 AM,0.79
4/11/2019,Thursday,741,232,204,0.8793,28,12:00:32 AM,12:02:22 AM,12:03:56 AM,0.55
4/12/2019,Friday,742,198,187,0.9444,11,12:00:27 AM,12:02:48 AM,12:03:13 AM,0.6
4/13/2019,Saturday,743,171,163,0.9532,8,12:00:19 AM,12:02:41 AM,12:02:48 AM,0.69
4/14/2019,Sunday,744,180,173,0.9611,7,12:00:31 AM,12:02:49 AM,12:08:13 AM,0.72
4/15/2019,Monday,745,192,175,0.9115,17,12:00:26 AM,12:03:01 AM,12:03:40 AM,0.62
4/16/2019,Tuesday,746,194,180,0.9278,14,12:00:25 AM,12:02:50 AM,12:04:03 AM,0.68
4/17/2019,Wednesday,747,37,27,0.7297,10,12:00:35 AM,12:02:53 AM,12:02:58 AM,0.5
